Year,Leading Cause,Sex,Race Ethnicity,Deaths,Death Rate,Age Adjusted Death Rate
2016,Diseases of Heart ,Male,Other Race/ Ethnicity,19,,
2016,Malignant Neoplasms (Cancer),Male,Other Race/ Ethnicity,11,,
2016,Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use ,Male,Other Race/ Ethnicity,3,,
2016,Alzheimer's Disease ,Male,Other Race/ Ethnicity,3,,
2016,Chronic Liver Disease and Cirrhosis ,Male,Other Race/ Ethnicity,2,,
2016,Influenza (Flu) and Pneumonia ,Male,Other Race/ Ethnicity,2,,
2016,Mental and Behavioral Disorders due to Use of Alcohol,Male,Other Race/ Ethnicity,2,,
2016,Accidents Except Drug Posioning ,Male,Other Race/ Ethnicity,2,,
2016,Peptic Ulcer,Male,Other Race/ Ethnicity,1,,
2016,Chronic Lower Respiratory Diseases ,Male,Other Race/ Ethnicity,1,,
2016,Cerebrovascular Disease (Stroke),Male,Other Race/ Ethnicity,1,,
2016,Assault (Homicide),Male,Other Race/ Ethnicity,1,,
2016,Diabetes Mellitus ,Male,Other Race/ Ethnicity,1,,
2016,Essential Hypertension and Renal Diseases ,Male,Other Race/ Ethnicity,1,,
2016,Certain Conditions originating in the Perinatal Period ,Male,Other Race/ Ethnicity,1,,
2016,All Other Causes,Male,Other Race/ Ethnicity,10,,
2017,Malignant Neoplasms (Cancer),Female,Asian and Pacific Islander,609,90.27357786,82.30850182
2017,Diseases of Heart ,Female,Asian and Pacific Islander,583,86.41953348,80.49134035
2017,Cerebrovascular Disease (Stroke),Female,Asian and Pacific Islander,92,13.63738779,12.57924223
2017,Influenza (Flu) and Pneumonia ,Female,Asian and Pacific Islander,78,11.56213313,10.77197111
2017,Diabetes Mellitus ,Female,Asian and Pacific Islander,73,10.82097075,9.943976124
2017,Alzheimer's Disease ,Female,Asian and Pacific Islander,69,10.22804084,9.392883983
2017,Essential Hypertension and Renal Diseases ,Female,Asian and Pacific Islander,60,8.893948557,8.273324365
2017,Chronic Lower Respiratory Diseases ,Female,Asian and Pacific Islander,38,5.632834086,5.28311676
2017,Accidents Except Drug Posioning ,Female,Asian and Pacific Islander,36,5.336369134,5.135702802
2017,Intentional Self-Harm (Suicide),Female,Asian and Pacific Islander,24,3.557579423,3.369561421
2017,All Other Causes,Female,Asian and Pacific Islander,366,54.2530862,52.64725741
2017,Diseases of Heart ,Female,Hispanic,1437,110.8176367,106.2815974
2017,Malignant Neoplasms (Cancer),Female,Hispanic,1205,92.92641077,90.60874652
2017,Cerebrovascular Disease (Stroke),Female,Hispanic,247,19.04798627,18.32890793
2017,Influenza (Flu) and Pneumonia ,Female,Hispanic,222,17.12005244,16.40073827
2017,Diabetes Mellitus ,Female,Hispanic,190,14.65229713,14.24277952
2017,Alzheimer's Disease ,Female,Hispanic,187,14.42094507,13.51501134
2017,Chronic Lower Respiratory Diseases ,Female,Hispanic,183,14.11247566,13.64133857
2017,Essential Hypertension and Renal Diseases ,Female,Hispanic,131,10.10237329,9.723480285
2017,Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use ,Female,Hispanic,86,6.632092387,6.434677656
2017,Chronic Liver Disease and Cirrhosis ,Female,Hispanic,83,6.400740327,6.198230018
2017,All Other Causes,Female,Hispanic,1157,89.22477781,86.29230224
2017,Diseases of Heart ,Female,Non-Hispanic Black,2486,238.7810831,177.1404332
2017,Malignant Neoplasms (Cancer),Female,Non-Hispanic Black,1775,170.4893091,134.1835172
2017,Diabetes Mellitus ,Female,Non-Hispanic Black,389,37.36357253,28.69050724
2017,Cerebrovascular Disease (Stroke),Female,Non-Hispanic Black,326,31.31240269,23.37422711
2017,Influenza (Flu) and Pneumonia ,Female,Non-Hispanic Black,277,26.60593725,19.9860311
2017,Chronic Lower Respiratory Diseases ,Female,Non-Hispanic Black,251,24.10862906,18.59385437
2017,Essential Hypertension and Renal Diseases ,Female,Non-Hispanic Black,238,22.85997497,16.75836686
2017,Alzheimer's Disease ,Female,Non-Hispanic Black,159,15.27200009,10.42353363
2017,Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use ,Female,Non-Hispanic Black,118,11.33393717,9.911482893
2017,Human Immunodeficiency Virus Disease (HIV),Female,Non-Hispanic Black,77,7.395874255,6.5007516
2017,All Other Causes,Female,Non-Hispanic Black,1438,138.120353,112.6678171
2017,Diseases of Heart ,Female,Non-Hispanic White,4279,303.9127254,147.830847
2017,Malignant Neoplasms (Cancer),Female,Non-Hispanic White,2983,211.8653096,138.5518594
2017,Chronic Lower Respiratory Diseases ,Female,Non-Hispanic White,502,35.65416877,19.59631066
2017,Influenza (Flu) and Pneumonia ,Female,Non-Hispanic White,418,29.68813256,14.83712019
2017,Cerebrovascular Disease (Stroke),Female,Non-Hispanic White,404,28.69379319,14.22720739
2017,Alzheimer's Disease ,Female,Non-Hispanic White,378,26.84716294,11.63305384
2017,Essential Hypertension and Renal Diseases ,Female,Non-Hispanic White,231,16.40659957,7.87079199
2017,Diabetes Mellitus ,Female,Non-Hispanic White,192,13.63665419,8.1484191
2017,Accidents Except Drug Posioning ,Female,Non-Hispanic White,164,11.64797545,6.803385457
2017,Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use ,Female,Non-Hispanic White,119,8.451884628,8.170656665
2017,All Other Causes,Female,Non-Hispanic White,2349,166.8359411,96.33488708
2017,Diseases of Heart ,Female,Not Stated/Unknown,142,,
2017,Malignant Neoplasms (Cancer),Female,Not Stated/Unknown,80,,
2017,Influenza (Flu) and Pneumonia ,Female,Not Stated/Unknown,15,,
2017,Diabetes Mellitus ,Female,Not Stated/Unknown,12,,
2017,Chronic Lower Respiratory Diseases ,Female,Not Stated/Unknown,11,,
2017,Essential Hypertension and Renal Diseases ,Female,Not Stated/Unknown,11,,
2017,Cerebrovascular Disease (Stroke),Female,Not Stated/Unknown,10,,
2017,Certain Conditions originating in the Perinatal Period ,Female,Not Stated/Unknown,9,,
2017,Alzheimer's Disease ,Female,Not Stated/Unknown,6,,
2017,Chronic Liver Disease and Cirrhosis ,Female,Not Stated/Unknown,5,,
2017,All Other Causes,Female,Not Stated/Unknown,99,,
2017,Malignant Neoplasms (Cancer),Female,Other Race/ Ethnicity,16,,
2017,Diseases of Heart ,Female,Other Race/ Ethnicity,13,,
2017,Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use ,Female,Other Race/ Ethnicity,3,,
2017,Chronic Liver Disease and Cirrhosis ,Female,Other Race/ Ethnicity,2,,
2017,Cerebrovascular Disease (Stroke),Female,Other Race/ Ethnicity,2,,
2017,"Congenital Malformations, Deformations, and Chromosomal Abnormalities ",Female,Other Race/ Ethnicity,2,,
2017,Alzheimer's Disease ,Female,Other Race/ Ethnicity,2,,
2017,Chronic Lower Respiratory Diseases ,Female,Other Race/ Ethnicity,1,,
2017,Diabetes Mellitus ,Female,Other Race/ Ethnicity,1,,
2017,Essential Hypertension and Renal Diseases ,Female,Other Race/ Ethnicity,1,,
2017,Accidents Except Drug Posioning ,Female,Other Race/ Ethnicity,1,,
2017,Anemias ,Female,Other Race/ Ethnicity,1,,
2017,Septicemia ,Female,Other Race/ Ethnicity,1,,
2017,"Pregnancy, Childbirth and the Puerperium",Female,Other Race/ Ethnicity,1,,
2017,All Other Causes,Female,Other Race/ Ethnicity,9,,
2017,Malignant Neoplasms (Cancer),Male,Asian and Pacific Islander,770,126.3658176,126.1026052
2017,Diseases of Heart ,Male,Asian and Pacific Islander,684,112.2522327,120.8258868
2017,Cerebrovascular Disease (Stroke),Male,Asian and Pacific Islander,97,15.91881078,17.03312447
2017,Influenza (Flu) and Pneumonia ,Male,Asian and Pacific Islander,93,15.26236498,17.19356222
2017,Diabetes Mellitus ,Male,Asian and Pacific Islander,93,15.26236498,15.52791828
2017,Accidents Except Drug Posioning ,Male,Asian and Pacific Islander,77,12.63658176,13.00239592
2017,Chronic Lower Respiratory Diseases ,Male,Asian and Pacific Islander,76,12.4724703,14.02388248
2017,Essential Hypertension and Renal Diseases ,Male,Asian and Pacific Islander,46,7.549126763,8.151400495
2017,Intentional Self-Harm (Suicide),Male,Asian and Pacific Islander,38,6.236235152,5.897274644
2017,Alzheimer's Disease ,Male,Asian and Pacific Islander,29,4.75923209,5.727588815
2017,All Other Causes,Male,Asian and Pacific Islander,493,80.90694553,86.27791648
2017,Diseases of Heart ,Male,Hispanic,1427,116.8997562,163.5081075
2017,Malignant Neoplasms (Cancer),Male,Hispanic,1192,97.64857001,130.0964331
2017,Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use ,Male,Hispanic,394,32.27645686,32.19910605
2017,Diabetes Mellitus ,Male,Hispanic,235,19.2511862,25.71802372
2017,Cerebrovascular Disease (Stroke),Male,Hispanic,191,15.64670878,20.75817127
2017,Accidents Except Drug Posioning ,Male,Hispanic,190,15.56478884,17.5606497
2017,Influenza (Flu) and Pneumonia ,Male,Hispanic,183,14.99134925,21.36762608
2017,Chronic Liver Disease and Cirrhosis ,Male,Hispanic,158,12.94335072,14.49100393
2017,Chronic Lower Respiratory Diseases ,Male,Hispanic,140,11.46879178,16.08616952
2017,Essential Hypertension and Renal Diseases ,Male,Hispanic,124,10.15807272,14.73859073
2017,All Other Causes,Male,Hispanic,1275,104.4479251,134.3808504
2017,Diseases of Heart ,Male,Non-Hispanic Black,2143,248.9391336,265.0627457
2017,Malignant Neoplasms (Cancer),Male,Non-Hispanic Black,1508,175.175088,181.0742183
2017,Diabetes Mellitus ,Male,Non-Hispanic Black,347,40.30885645,41.42455738
2017,Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use ,Male,Non-Hispanic Black,309,35.89463009,33.14996692
2017,Cerebrovascular Disease (Stroke),Male,Non-Hispanic Black,242,28.11165205,29.72449098
2017,Influenza (Flu) and Pneumonia ,Male,Non-Hispanic Black,229,26.60152198,29.47499299
2017,Essential Hypertension and Renal Diseases ,Male,Non-Hispanic Black,186,21.60647637,23.51131496
2017,Chronic Lower Respiratory Diseases ,Male,Non-Hispanic Black,165,19.16703549,20.1329842
2017,Accidents Except Drug Posioning ,Male,Non-Hispanic Black,138,16.0306115,16.20741687
2017,Assault (Homicide),Male,Non-Hispanic Black,133,15.44979224,15.64836771
2017,All Other Causes,Male,Non-Hispanic Black,1413,164.1395221,170.9339179
2017,Diseases of Heart ,Male,Non-Hispanic White,4082,303.9045254,227.6290645
2017,Malignant Neoplasms (Cancer),Male,Non-Hispanic White,3017,224.6153732,176.0842435
2017,Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use ,Male,Non-Hispanic White,451,33.57690862,30.9764218
2017,Influenza (Flu) and Pneumonia ,Male,Non-Hispanic White,409,30.45001247,22.39997988
2017,Chronic Lower Respiratory Diseases ,Male,Non-Hispanic White,374,27.84426568,20.87486657
2017,Accidents Except Drug Posioning ,Male,Non-Hispanic White,290,21.59047339,18.0514756
2017,Cerebrovascular Disease (Stroke),Male,Non-Hispanic White,266,19.80367559,14.88148486
2017,Diabetes Mellitus ,Male,Non-Hispanic White,238,17.71907816,13.95170168
2017,Intentional Self-Harm (Suicide),Male,Non-Hispanic White,194,14.4432822,12.95228637
2017,Essential Hypertension and Renal Diseases ,Male,Non-Hispanic White,172,12.80538422,9.466142728
2017,All Other Causes,Male,Non-Hispanic White,2167,161.3329512,127.5532876
2017,Diseases of Heart ,Male,Not Stated/Unknown,193,,
2017,Malignant Neoplasms (Cancer),Male,Not Stated/Unknown,120,,
2017,Diabetes Mellitus ,Male,Not Stated/Unknown,29,,
2017,Chronic Lower Respiratory Diseases ,Male,Not Stated/Unknown,23,,
2017,Cerebrovascular Disease (Stroke),Male,Not Stated/Unknown,20,,
2017,Influenza (Flu) and Pneumonia ,Male,Not Stated/Unknown,19,,
2017,Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use ,Male,Not Stated/Unknown,17,,
2017,Essential Hypertension and Renal Diseases ,Male,Not Stated/Unknown,16,,
2017,Chronic Liver Disease and Cirrhosis ,Male,Not Stated/Unknown,14,,
2017,Certain Conditions originating in the Perinatal Period ,Male,Not Stated/Unknown,13,,
2017,All Other Causes,Male,Not Stated/Unknown,137,,
2017,Diseases of Heart ,Male,Other Race/ Ethnicity,21,,
2017,Malignant Neoplasms (Cancer),Male,Other Race/ Ethnicity,15,,
2017,Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use ,Male,Other Race/ Ethnicity,5,,
2017,Cerebrovascular Disease (Stroke),Male,Other Race/ Ethnicity,4,,
2017,Diabetes Mellitus ,Male,Other Race/ Ethnicity,3,,
2017,Accidents Except Drug Posioning ,Male,Other Race/ Ethnicity,3,,
2017,Chronic Liver Disease and Cirrhosis ,Male,Other Race/ Ethnicity,2,,
2017,Aortic Aneurysm and Dissection ,Male,Other Race/ Ethnicity,2,,
2017,Alzheimer's Disease ,Male,Other Race/ Ethnicity,2,,
2017,Septicemia ,Male,Other Race/ Ethnicity,2,,
2017,All Other Causes,Male,Other Race/ Ethnicity,16,,
